"rank","artist","title","releaseYear","listHighestRank","listType","x","y"
1530,"Sex Pistols","God Save The Queen",1977,0,"",929.76,223.89
1531,"Bob Marley & The Wailers","One Love - People Get Ready",1984,2,"top40",1098.21,343.48
1532,"Barbra Streisand & Neil Diamond","You Don't Bring Me Flowers",1978,15,"top40",955.67,298.95
1533,"Foo Fighters","All My Life",2002,0,"",1539.79,197.11
1534,"Bee Gees","You Win Again",1987,5,"top40",1193.98,123.68
1535,"Annie Lennox","Why",1992,6,"top40",1307.48,139.24
1536,"Randy Crawford","One Day I'll Fly Away",1980,1,"top40",1018.3,174.75
1537,"Roger Glover & Guests","Love Is All",1975,1,"top40",875.41,142.35
1538,"Peter Frampton","Show Me The Way",1976,1,"top40",924.92,229.37
1539,"Arcade Fire","Reflektor",2013,0,"",1840.82,205.93
1540,"Kane","Damn Those Eyes",1999,26,"top40",1484.62,218.82
1541,"The Backstreet Boys","Everybody",1997,4,"top40",1442.03,289.81
1542,"The Beatles","When I'm Sixty Four",1967,0,"",681.25,254.62
1543,"Robin Thicke Feat. Pharrell","Blurred Lines",2013,1,"top40",1834.15,264.04
1544,"Steve Miller Band","The Joker",1973,1,"top40",826.95,342.12
1545,"Golden Earring","Weekend Love",1979,3,"top40",985.6,335.9
1546,"Spinvis","Voor Ik Vergeet",2002,0,"",1543.2,233.8
1547,"Norah Jones","Don't Know Why",2002,0,"",1551.88,216.33
1548,"Manfred Mann's Earth Band","Blinded By The Light",1976,4,"tip",908.01,283.58
1549,"The Rolling Stones","It's All Over Now",1964,0,"",610.22,310.03
1550,"ABBA","Voulez-Vous",1979,4,"top40",996.46,343.74
1551,"Mud","Dynamite",1974,1,"top40",858.91,362.43
1552,"Elvis Presley","Are You Lonesome Tonight",1960,15,"top40",513.94,218.02
1553,"Bløf","Hou Vol Hou Vast",2011,25,"top40",1777.13,183.96
1554,"Frank Sinatra","Strangers In The Night",1966,2,"top40",661.1,199.1
1555,"The Who","Ouverture",1969,0,"",714.12,289.31
1556,"Jewel","Foolish Games",1997,9,"top40",1438.44,296.87
1557,"Plain White T's","Hey There Delilah",2007,8,"top40",1663.36,271.86
1558,"Dj Tiesto","Traffic",2003,2,"top40",1590.56,318.14
1559,"Grace Jones","La Vie En Rose",1977,4,"top40",931,198.1
1560,"Duncan Browne","Wild Places",1979,7,"top40",993.09,181.01
1561,"Bram Vermeulen","De Wedstrijd",1991,0,"",1268.61,174.11
1562,"Ilse DeLange","I'm Not So Tough",1998,35,"top40",1460.63,263.38
1563,"The Mamas & The Papas","Monday Monday",1966,2,"top40",655.19,305.5
1564,"The Beatles","We Can Work It Out",1965,1,"top40",619.57,269.77
1565,"Led Zeppelin","Rock And Roll",1971,0,"",771.89,205.3
1566,"Coldplay","Violet Hill",2008,9,"top40",1687.68,223.91
1567,"Of Monsters And Men","Little Talks",2012,16,"top40",1799.68,267.84
1568,"The Script","No Good In Goodbye",2014,35,"top40",1848.43,239.84
1569,"The Moody Blues","Tuesday Afternoon",1968,0,"",713.23,244.18
1570,"Beyoncé Feat. Jay-Z","Crazy In Love",2002,2,"top40",1558.44,220.54
1571,"Robbie Williams","The Road To Mandalay",2001,17,"top40",1532.64,280.65
1572,"Al Jarreau","Roof Garden",1982,2,"top40",1053.68,232.25
1573,"The Verve","The Drugs Don't Work",1997,20,"tip",1425.1,276.03
1574,"Tim Hardin","How Can We Hang On To A Dream",1967,4,"top40",674.33,330.22
1575,"Michael Jackson","Bad",1983,1,"top40",1084.82,335.33
1576,"Ilse DeLange","World Of Hurt",1998,11,"tip",1469.24,226.94
1577,"Sam & Dave","Soul Man",1967,13,"top40",677.13,305.89
1578,"Boudewijn de Groot","Een Meisje Van 16",1965,23,"top40",613.14,227.33
1579,"Jeff Wayne & Justin Hayward","Forever Autumn",1978,22,"top40",953.88,316.5
1580,"Cream","Sunshine Of Your Love",1968,27,"top40",681.26,141.19
1581,"Tanita Tikaram","Twist In My Sobriety",1988,23,"top40",1197.44,184.62
1582,"Florence & The Machine","Dog Days Are Over",2009,0,"",1735.99,296.32
1583,"Kiss","Sure Know Something",1979,3,"top40",1004.55,218.66
1584,"The Common Linnets","We Don't Make The Wind Blow",2015,32,"top40",1880.46,338.84
1585,"Sugarhill Gang","Rappers Delight",1979,1,"top40",993.51,110.87
1586,"Bon Jovi","In These Arms",1993,8,"top40",1338.51,299.92
1587,"Anouk","R U Kiddin' Me",1999,2,"top40",1483.77,211.07
1588,"Van Halen","Why Can't This Be Love",1987,16,"top40",1184.99,189.64
1589,"Causes","Teach Me How To Dance With You",2014,19,"top40",1854.57,268.33
1590,"Saybia","I Surrender",2004,2,"tip",1616.61,296.88
1591,"George Michael","Father Figure",1988,2,"top40",1217.41,214.21
1592,"Bob Dylan","Lay Lady Lay",1969,5,"tip",707.33,249.22
1593,"The Rolling Stones","Under My Thumb",1966,0,"",648.93,237.39
1594,"Lou Reed","Intro / Sweet Jane",1974,0,"",866.92,238.35
1595,"Genesis","I Can't Dance",1992,1,"top40",1308.88,181.67
1596,"The Police","Don't Stand So Close To Me",1980,3,"top40",1031.03,142.3
1597,"The Cure","In Between Days",1985,31,"top40",1130.52,304.79
1598,"Billy Joel","Scenes From An Italian Restaurant",1977,0,"",960.18,342.37
1599,"The Doobie Brothers","What A Fool Believes",1978,12,"top40",967.31,257.68
1600,"Bruno Mars","Grenade",2010,2,"top40",1746.4,315.89
1601,"Rob de Nijs","Malle Babbe",1975,8,"top40",912.28,243.54
1602,"Black","Wonderful Life",1987,7,"top40",1178.7,288.59
1603,"Coldplay","Lost",2008,15,"top40",1701.99,201.28
1604,"Level 42","It's Over",1987,7,"top40",1178.16,192.31
1605,"Nina Hagen","Unbeschreiblich Weiblich",1979,5,"tip",981.21,226.81
1606,"Creedence Clearwater Revival","Down On The Corner",1969,10,"top40",748.33,307.59
1607,"The Rolling Stones","Beast Of Burden",1978,0,"",953.89,199.03
1608,"Frankie Goes To Hollywood","Two Tribes",1984,1,"top40",1090.25,168.48
1609,"Beastie Boys","No Sleep Till Brooklyn",1987,22,"top40",1193.89,213.29
1610,"Boudewijn de Groot","Als De Rook Om Je Hoofd Is Verdwenen",1972,24,"top40",791.88,289.01
1611,"George Michael","Faith",1987,1,"top40",1200.94,255.69
1612,"The Kinks","You Really Got Me",1964,0,"",596.28,263.81
1613,"Bruno Mars","24k Magic",2016,6,"top40",1911.39,221.39
1614,"Ed Sheeran","Sing",2014,15,"top40",1862.95,212.53
1615,"The Clash","Should I Stay Or Should I Go",1982,6,"top40",1059.61,247.74
1616,"Sade","No Ordinary Love",1992,19,"top40",1310.88,168.16
1617,"Lady Gaga","Bad Romance",2009,10,"top40",1706.36,282.03
1618,"Roxette","It Must Have Been Love",1990,3,"top40",1255.96,183.92
1619,"Spinvis","Bagagedrager",2002,20,"tip",1554.65,250.11
1620,"The Human League","Don't You Want Me",1982,5,"top40",1060.61,170.13
1621,"Michael Jackson","Will You Be There",1993,3,"top40",1349.27,193.29
1622,"Calum Scott","Dancing On My Own",2016,15,"top40",1913.14,213.95
1623,"Boston","Don't Look Back",1978,12,"top40",972.49,194.69
1624,"The Rolling Stones","Midnight Rambler",1969,0,"",739.59,270
1625,"Jeff Buckley","Grace",1994,0,"",1357.78,329.08
1626,"Jim Croce","I'll Have To Say I Love You In A Song",1974,29,"top40",847.38,168.52
1627,"The Temper Trap","Sweet Disposition",2009,32,"top40",1727.99,281.4
1628,"Bob Dylan","Just Like A Woman",1966,30,"top40",625.75,248.55
1629,"Eric Clapton","Forever Man",1985,15,"top40",1131.35,189.5
1630,"Johnny Cash","A Thing Called Love",1972,6,"top40",810.87,276.61
1631,"Richard Harris","MacArthur Park",1968,12,"top40",714.84,164.27
1632,"David Bowie","Wild Is The Wind",1976,0,"",926.8,162.49
1633,"Barry McGuire","Eve Of Destruction",1965,3,"top40",630.08,231.77
1634,"Ultravox","Dancing With Tears In My Eyes",1984,6,"top40",1117.47,290.67
1635,"Black Crowes","Hard To Handle",1990,11,"tip",1249.01,205
1636,"Toontje Lager","Stiekem Gedanst",1983,8,"top40",1090.76,270.94
1637,"Bruce Springsteen","Secret Garden",1995,31,"top40",1379.14,273.17
1638,"De Staat","Fantastic Journey Of The Underground Man",2009,0,"",1721.78,285.67
1639,"Patrick Hernandez","Born To Be Alive",1979,5,"top40",1011.89,293.15
1640,"Walk The Moon","Shut Up And Dance",2014,0,"",1855.5,297.38
1641,"Racoon","Brick By Brick",2014,18,"top40",1860.8,273
1642,"Simply Red","Stars",1991,15,"top40",1277.41,286.51
1643,"Santana feat. Rob Thomas","Smooth",1999,37,"top40",1487.57,281.09
1644,"Michael Jackson","Wanna Be Startin' Something",1983,1,"top40",1087.8,142.62
1645,"Emeli Sandé","Read All About It",2013,4,"top40",1824.06,235.56
1646,"The Cars","Drive",1984,14,"top40",1099.74,175.57
1647,"Kovacs","My Love",2015,5,"tip",1895.4,279.47
1648,"Bad Company","Feel Like Making Love",1975,4,"tip",892.35,229.11
1649,"Tom Jones","Green Green Grass Of Home",1966,1,"top40",642.5,233.4
1650,"City To City","The Road Ahead",1999,1,"top40",1474.46,280.52
1651,"Queen","Heaven For Everyone",1995,3,"top40",1381.67,258.41
1652,"Charlie Daniels Band","The Devil Went Down To Georgia",1979,25,"top40",970.4,208.72
1653,"Eurythmics","There Must Be An Angel",1985,4,"top40",1130.21,197.78
1654,"Foo Fighters","Wheels",2009,19,"top40",1730.2,197.24
1655,"Beck","Loser",1994,21,"top40",1361.37,215.41
1656,"Black Keys","Gold On The Ceiling",2011,0,"",1784.47,330.75
1657,"Orchestral Manoeuvres In The Dark","Enola Gay",1980,0,"",1013.15,169.58
1658,"Prince","Cross",1987,0,"",1195.06,376.42
1659,"Neil Diamond","Girl You'll Be A Woman Soon",1971,23,"top40",765.25,210.31
1660,"Hans de Booij","Annabel",1983,3,"top40",1099.76,268.57
1661,"Robert Long","Kalverliefde",1974,0,"",864.13,367.94
1662,"Gnarls Barkley","Crazy",2006,3,"top40",1668.73,290.74
1663,"Michael Kiwanuka","Home Again",2012,0,"",1822.45,274.57
1664,"Them","Gloria",1967,5,"top40",673.15,225.39
1665,"Blackstreet Feat. Dr. Dre","No Diggity",1996,4,"top40",1410.97,242.1
1666,"The Doobie Brothers","Long Train Runnin'",1973,12,"top40",824.57,364.14
1667,"Elton John","Tiny Dancer",1971,0,"",782.99,214.93
1668,"Barry White","Let The Music Play",1976,27,"top40",901.7,279.15
1669,"Bob Marley & The Wailers","Get Up Stand Up",1973,33,"top40",860.41,234.78
1670,"Saybia","The Second You Sleep",2002,0,"",1568.7,260.18
1671,"Leonard Cohen","Take This Waltz",1988,0,"",1216.5,185.43
1672,"Bløf","Hemingway",2007,8,"top40",1690.61,211.29
1673,"Bruno Mars","Locked Out Of Heaven",2012,5,"top40",1810.72,214.08
1674,"Alphaville","Big In Japan",1984,2,"top40",1103.11,363.83
1675,"Kanye West & Jay Z","Niggas In Paris",2011,37,"top40",1765.14,220.7
1676,"Beyoncé","Run The World (Girls)",2011,25,"top40",1796.78,207.96
1677,"The Kinks","Sunny Afternoon",1966,1,"top40",627.97,255.83
1678,"Sandy Coast","The Eyes Of Jenny",1981,11,"top40",1027.23,221.8
1679,"Roxy Music","Love Is The Drug",1976,8,"top40",929.41,172.79
1680,"Foster The People","Pumped Up Kicks",2011,34,"top40",1791.85,328.96
1681,"Simon & Garfunkel","Homeward Bound",1966,4,"top40",645.27,180.51
1682,"Jamiroquai","Virtual Insanity",1996,9,"tip",1410.82,286.06
1683,"Level 42","Love Games",1981,7,"top40",1041.13,356.06
1684,"The Beatles","Love Me Do",1963,13,"tip",578.03,219.28
1685,"Bob Seger","Against The Wind",1980,6,"tip",1003.31,201.19
1686,"Doe Maar","Pa",1983,1,"top40",1094.39,263.98
1687,"Deep Purple","Woman From Tokyo",1973,8,"top40",840.71,173.23
1688,"The Cranberries","Ode To My Family",1995,19,"top40",1375.69,262.59
1689,"P!nk","Raise Your Glass",2010,4,"top40",1767.99,186.47
1690,"ABBA","The Name Of The Game",1977,2,"top40",930.56,312.09
1691,"Neil Young","Needle And The Damage Done",1972,0,"",807.78,216.63
1692,"A-Ha","The Sun Always Shines On TV",1986,5,"top40",1183.08,143.26
1693,"Madonna","La Isla Bonita",1987,2,"top40",1184.88,243.85
1694,"Arcade Fire","We Used To Wait",2010,0,"",1744.33,203.95
1695,"Golden Earrings","Sound Of The Screaming Day",1967,4,"top40",678.7,373.05
1696,"Billy Paul","Me And Mrs. Jones",1973,9,"top40",814.02,199.94
1697,"Gossip","Heavy Cross",2009,28,"top40",1732.06,275.24
1698,"Katy Perry","Roar",2013,2,"top40",1829.13,241.09
1699,"Philip Lynott","Old Town",1982,5,"tip",1057.34,277.62
1700,"Led Zeppelin","Black Dog",1971,22,"top40",793.99,281.69
1701,"Thin Lizzy","Still In Love With You",1974,0,"",841.88,351.31
1702,"Ramones","Rock 'n Roll Highschool",1980,8,"top40",1018.13,322.64
1703,"Racoon","Brother",2006,14,"top40",1661.35,238.58
1704,"Jamiroquai","Seven Days In Sunny June",2005,9,"tip",1616.57,288.88
1705,"Genesis","Invisible Touch",1986,2,"tip",1150.1,232.27
1706,"Spider Murphy Gang","Skandal Im Sperrbezirk",1982,5,"top40",1055.62,284.4
1707,"Herman van Veen","Toveren",1987,36,"top40",1198.49,333.59
1708,"Rihannna & Kanye West & Paul McCartney","FourFiveSeconds",2015,2,"top40",1886.7,268.53
1709,"Weather Girls","It's Raining Men",1983,31,"top40",1071.27,299.8
1710,"Eagle Eye Cherry","Save Tonight",1998,8,"top40",1471.32,203.85
1711,"The Trammps","Shout",1975,5,"top40",890.38,235.83
1712,"Commodores","Three Times A Lady",1978,3,"top40",979.1,282.17
1713,"Steely Dan","Do It Again",1972,15,"top40",830.17,227.83
1714,"Bomfunk MC's","Freestyler",2000,1,"top40",1500.71,294.66
1715,"Neil Diamond","Song Sung Blue",1972,4,"top40",800.98,194.93
1716,"Kid Rock","All Summer Long",2008,2,"top40",1699.87,291.17
1717,"Eminem","Without Me",2002,1,"top40",1567.16,227.43
1718,"Taylor Swift","Shake It Off",2014,5,"top40",1842.45,307.14
1719,"Shawn Mendes","Mercy",2016,5,"top40",1918.89,235.27
1720,"Outkast","Ms Jackson",2000,1,"top40",1502.47,302.18
1721,"The Pointer Sisters","Fire",1979,1,"top40",973.95,202.13
1722,"Rihanna","Diamonds",2012,3,"top40",1795.92,233.72
1723,"Amy Winehouse","Our Day Will Come",2011,12,"tip",1788.65,234.53
1724,"Ike & Tina Turner","Nutbush City Limits",1974,12,"top40",824.59,276.37
1725,"van Morrison","Into The Mystic",1970,0,"",755.2,144.98
1726,"Maroon 5","Sugar",2015,9,"top40",1881.65,286.99
1727,"ABBA","S.O.S.",1975,2,"top40",851.08,210.62
1728,"The Fugees","Killing Me Softly",1996,1,"top40",1415.66,332.16
1729,"Elvis Costello","Good Year For The Roses",1981,14,"top40",1044.39,202.64
1730,"The Police","Can't Stand Losing You",1979,9,"top40",955.78,279.74
1731,"Tom Odell","Grow Old With Me",2013,0,"",1844,212.89
1732,"Eagles","Peaceful Easy Feelin'",1972,0,"",816.59,267.03
1733,"Metallica","Memory Remains",1997,17,"top40",1431.2,333.15
1734,"Magna Carta","Lord Of The Ages",1973,0,"",831.24,279.75
1735,"Chemical Brothers","Galvanize",2005,10,"top40",1619.43,220.22
1736,"David Bowie","Blackstar",2016,0,"",1907.18,205.21
1737,"Paul Simon","Boy In The Bubble",1987,23,"top40",1188.5,294.32
1738,"Bastille","Good Grief",2016,13,"top40",1914.66,278.86
1739,"A Balladeer","Swim With Sam",2006,0,"",1654.38,241.34
1740,"Elton John","Can You Feel The Love Tonight",1994,14,"top40",1374.55,314.78
1741,"Bee Gees","Don't Forget To Remember",1969,1,"top40",718.96,205.31
1742,"The Sweet","The Ballroom Blitz",1973,4,"top40",820.86,145.73
1743,"Oasis","Live Forever",1994,8,"tip",1356.61,193.89
1744,"Prodigy","No Good (Start The Dance)",1994,2,"top40",1365.06,160.74
1745,"Eminem","Real Slim Shady",2000,6,"top40",1527.04,286.95
1746,"ABBA","Super Trouper",1980,1,"top40",988.63,203.5
1747,"Billy Idol","White Wedding",1982,0,"",1062.44,273.55
1748,"Peter Sarstedt","Where Do You Go To My Lovely",1969,4,"top40",727.64,252.99
1749,"Therapy","Diane",1995,11,"top40",1384.22,190.08
1750,"One Direction","Story Of My Life",2013,20,"top40",1838.23,217.61
1751,"The Rolling Stones","Time Is On My Side",1965,10,"top40",618.38,199.18
1752,"Jon & Vangelis","I'll Find My Way Home",1982,4,"top40",1042.13,260.33
1753,"Het Goede Doel","Hou Van Mij",1983,29,"top40",1062.54,151.87
1754,"The Beatles","I Saw Her Standing There",1963,0,"",580.87,237.45
1755,"Macklemore & Ryan Lewis","Thrift Shop",2013,1,"top40",1842.25,235.4
1756,"Whitney Houston","Greatest Love Of All",1986,17,"top40",1177.4,353.2
1757,"Elvis Presley","You're The Devil In Disguise",1963,0,"",571.21,241.36
1758,"Avicii","Addicted To You",2014,6,"top40",1855.16,277.7
1759,"Michael Bublé","Everything",2007,9,"top40",1671.18,303.46
1760,"Claw Boys Claw","Rosie",1992,20,"top40",1296.77,201.72
1761,"Prince","Alphabet Street",1988,5,"top40",1209.09,292.09
1762,"Michael Prins","Close To You",2013,22,"top40",1824.13,220.83
1763,"Green Day","When I Come Around",1995,2,"tip",1400.14,307.18
1764,"Billy Idol","Eyes Without A Face",1984,24,"top40",1112.31,156.85
1765,"The Clash","Rock The Casbah",1982,21,"top40",1069.89,345.03
1766,"Kate Bush","Babooshka",1980,15,"top40",1017.16,314.23
1767,"USA For Africa","We Are The World",1985,1,"top40",1144.11,283.38
1768,"The Beatles","Eight Days A Week",1965,2,"top40",606.7,265.5
1769,"The Beatles","Sgt Pepper's Lonely Hearts Club Band",1967,0,"",663.37,221.55
1770,"Nathaniel Rateliff & The Night Sweats","S.O.B.",2015,0,"",1895.34,304.72
1771,"Prince","I Could Never Take The Place Of Your Man",1987,22,"top40",1196.78,323.27
1772,"Sam Hunt","Take Your Time",2015,9,"top40",1885.77,254.17
1773,"Elvis vs JXL","A Little Less Conversation",2002,2,"top40",1553.75,294.38
1774,"Dusty Springfield","I Close My Eyes (And Count To Ten)",1968,8,"tip",693.22,157.32
1775,"Phil Collins","Something Happened On The Way To Heaven",1990,5,"top40",1264.37,198.32
1776,"The Babys","A Piece Of The Action",1978,17,"top40",946.8,318.13
1777,"The Smashing Pumpkins","Tonight Tonight",1995,5,"tip",1388.23,299.64
1778,"ABC","All Of My Heart",1982,19,"top40",1062.9,197.99
1779,"Reamonn","Supergirl",2000,3,"top40",1490.12,176.55
1780,"Buffalo Springfield","For What It's Worth",1967,0,"",676.34,204.06
1781,"Bløf","Hier",2000,15,"top40",1507.83,297.02
1782,"Amy Macdonald","Mr. Rock & Roll",2008,3,"top40",1698.48,242.47
1783,"Lenny Kravitz","Always On The Run",1991,5,"top40",1298.36,219.77
1784,"Supertramp","Goodbye Stranger",1979,10,"tip",968.59,292.81
1785,"Twarres","Wer Bisto",2000,1,"top40",1499.97,190.25
1786,"Bill Medley & Jennifer Warnes","I've Had The Time Of My Life",1987,1,"top40",1189.75,183.7
1787,"André Hazes","'n Beetje Verliefd",1981,3,"top40",1055.19,334.96
1788,"The Boomtown Rats","I Don't Like Mondays",1979,2,"top40",974.57,331.7
1789,"Simply Red","Home",2003,7,"tip",1584.17,206.4
1790,"Jim Croce","I Got A Name",1975,25,"top40",862.86,253.74
1791,"Nirvana","Rape Me",1993,0,"",1353.54,173.51
1792,"The Cats","Why",1969,1,"top40",728.18,233.9
1793,"Enrique Iglesias","Hero",2001,3,"top40",1520.93,175.33
1794,"Dotan","Fall",2014,29,"top40",1862.95,242.02
1795,"Joe Jackson","Steppin' Out",1982,12,"tip",1078.77,232.78
1796,"Pussycat","Mississippi",1975,1,"top40",872.55,233.59
1797,"Bette Midler","Wind Beneath My Wings",1988,0,"",1213.42,233.78
1798,"White Lies","Farewell To The Fairground",2009,0,"",1715.25,332.12
1799,"Mecano","Hijo De La Luna",1990,3,"top40",1236.95,278.14
1800,"Crosby, Stills & Nash","Suite Judy Blue Eyes",1969,2,"tip",722.09,256.89
1801,"U2","Every Breaking Wave",2014,3,"tip",1861.93,265.73
1802,"Roxy Music","Jealous Guy",1981,7,"top40",1046.37,230.31
1803,"Traveling Wilburys","Handle With Care",1988,24,"top40",1192.44,190.55
1804,"Boney M","Rivers Of Babylon",1978,1,"top40",967.89,248.53
1805,"Ellie Goulding","Love Me Like You Do",2015,2,"top40",1900.85,284.6
1806,"Elvis Presley","Guitar Man",1972,3,"tip",791.06,266.25
1807,"Elton John","Sorry Seems To Be The Hardest Word",1976,14,"top40",905.16,253.19
1808,"K's Choice","Everything For Free",1998,2,"tip",1466.06,298.93
1809,"Ramses Shaffy","We Zullen Doorgaan",1975,13,"top40",874.54,321.67
1810,"Laura Pausini","La Solitudine",1993,1,"top40",1341.66,192.27
1811,"Eminem","Cleanin' Out My Closet",2002,6,"top40",1550.78,233.86
1812,"Bob Dylan","Subterranean Homesick Blues",1965,26,"top40",629.02,241.83
1813,"Chef'Special","On Shoulders",2014,1,"tip",1846.39,313.42
1814,"Queens Of The Stone Age","I Sat By The Ocean",2013,9,"tip",1817.69,239.31
1815,"Axwell And Ingrosso","Sun Is Shining",2015,6,"top40",1878.18,308.81
1816,"Chemical Brothers","Hey Boy Hey Girl",1999,25,"top40",1494.98,280.33
1817,"Stereophonics","Dakota",2005,0,"",1630.65,216.85
1818,"Radiohead","High And Dry",1995,0,"",1395.22,301.68
1819,"Billy Joel","We Didn't Start The Fire",1989,11,"top40",1227.62,168.65
1820,"The Doors","Waiting For The Sun",1971,17,"top40",779.9,221.8
1821,"Slade","Merry Xmas Everybody",1973,3,"top40",844.65,250.06
1822,"Womack & Womack","Teardrops",1988,1,"top40",1208.31,257.13
1823,"The Smashing Pumpkins","Bullet With Butterfly Wings",1995,0,"",1388.33,327.84
1824,"Johan","Tumble And Fall",2001,16,"tip",1528.03,295.11
1825,"Roxy Music","If There's Something",1972,0,"",817.86,255.71
1826,"Golden Earring","Bombay",1976,7,"top40",905.53,245.88
1827,"Shirley Bassey","This Is My Life",1979,4,"top40",988.16,286.72
1828,"Eagles","Witchy Woman",1972,7,"tip",797.6,231.54
1829,"U2","Walk On",2000,10,"top40",1513.46,280.92
1830,"Yazoo","Don't Go",1982,2,"top40",1068.25,237.05
1831,"Van Dik Hout","Meer Dan Een Ander",1994,18,"tip",1368.48,260.81
1832,"Paul Young","Love Of The Common People",1984,1,"top40",1120.87,260.92
1833,"Volbeat","Sad Man's Tongue",2007,0,"",1675.24,191.19
1834,"Michael Jackson","I Just Can't Stop Loving You",1987,1,"top40",1174.14,311.32
1835,"Aerosmith","Crazy",1993,30,"top40",1352.72,200.35
1836,"The Backstreet Boys","As Long As You Love Me",1997,4,"top40",1434.41,290.38
1837,"The Walker Brothers","No Regrets",1976,7,"top40",889.38,265.49
1838,"Village People","YMCA",1978,1,"top40",957.72,214.34
1839,"Ekseption","Air",1969,2,"top40",716.09,231.38
1840,"Florence & The Machine","Ship To Wreck",2015,0,"",1897.44,297.69
1841,"Bløf","Open Je Ogen",2014,2,"tip",1849.12,273.56
1842,"Status Quo","In The Army Now",1986,11,"top40",1177.49,244.39
1843,"Daniel Lohues","Op 't Platteland",2014,0,"",1870.21,210.7
1844,"Michael Jackson","P.Y.T.",1982,13,"top40",1064.1,298.67
1845,"Billy Joel","Uptown Girl",1983,8,"top40",1071.44,312.36
1846,"Otis Redding","I've Been Loving You Too Long",1965,0,"",627.91,276.12
1847,"Deep Blue Something","Breakfast At Tiffany's",1996,17,"top40",1407.83,271.1
1848,"Elbow","Grounds For Divorce",2008,0,"",1692.65,218.43
1849,"Rod Stewart","You're In My Heart",1977,7,"top40",927.59,237.26
1850,"Haddaway","What Is Love",1992,1,"top40",1300.19,340.68
1851,"Deus","Hotel Lounge",1994,0,"",1357.98,234.55
1852,"John Mayer","Who Says",2009,18,"top40",1720.86,242.41
1853,"The Clash","Magnificent Seven",1980,33,"top40",1052.5,148.85
1854,"Douwe Bob","Slow Down",2016,18,"top40",1908.19,250.98
1855,"George Baker Selection","Una Paloma Blanca",1975,1,"top40",874.34,305.25
1856,"Van Morrison","Bright Side Of The Road",1979,17,"tip",1011.5,216.06
1857,"Bryan Ferry","Let's Stick Together",1976,5,"top40",893.38,242.58
1858,"Jeff Buckley","Last Goodbye",1994,0,"",1350.54,250.08
1859,"Adele","Million Years Ago",2016,0,"",1914.21,246.93
1860,"Clouseau","Domino",1990,10,"top40",1246.29,285.6
1861,"Cyndi Lauper","Girls Just Want To Have Fun",1984,3,"top40",1110.37,288.42
1862,"Dave Berry","This Strange Effect",1965,1,"top40",608.91,197.24
1863,"Kraftwerk","The Model",1978,14,"tip",955.69,142.41
1864,"Swedish House Mafia Feat. John Martin","Don't You Worry Child",2012,5,"top40",1802.72,236.08
1865,"Golden Earring","I've Just Lost Somebody",1968,13,"top40",713.2,200.75
1866,"Jett Rebel","Tonight",2014,0,"",1847.33,266.53
1867,"Snow Patrol Feat. Martha Wainright","Set The Fire To The Third Bar",2006,0,"",1661.87,262.43
1868,"Joe Cocker & Jennifer Warnes","Up Where We Belong",1982,6,"tip",1077.42,295.82
1869,"Enigma","Sadeness Part 1",1990,1,"top40",1256.02,333.55
1870,"Foreigner","That Was Yesterday",1985,28,"top40",1128.27,287.01
1871,"Handsome Poets","Sky On Fire",2012,3,"top40",1806.93,220.44
1872,"Johnny Guitar Watson","A Real Mother For Ya",1977,3,"top40",917.07,166.39
1873,"Stealers Wheel","Late Again",1973,4,"top40",837.42,262.4
1874,"The Beatles","Here There And Everywhere",1966,0,"",651.82,247.29
1875,"David Bowie","Blue Jean",1984,10,"top40",1098.34,278.2
1876,"Michael Bublé","It's  A Beautiful Day",2013,13,"top40",1826.42,188.4
1877,"The Mavericks","Dance The Night Away",1998,23,"top40",1457.2,269.93
1878,"Icehouse","Crazy",1987,9,"top40",1187.86,261.37
1879,"The Sweet","Fox On The Run",1975,2,"top40",880.71,317.81
1880,"Paul de Leeuw","Ik Wil Niet Dat Je Liegt",1993,1,"top40",1344.64,172.32
1881,"André Hazes","Het Is Koud Zonder Jou",1980,20,"top40",1036.79,189.69
1882,"Aerosmith","Crying",1993,7,"top40",1322.51,236.74
1883,"Van Dik Hout","Laat Het Los",1996,21,"top40",1414.75,304.42
1884,"Bruce Springsteen","Meeting Across The River",1975,0,"",890.57,213.9
1885,"Roy Orbison","Oh, Pretty Woman",1964,3,"top40",590.4,294.89
1886,"Tröckener Kecks","Met Hart En Ziel",1990,34,"top40",1257.02,316.14
1887,"Lady Gaga","Poker Face",2009,1,"top40",1721.36,293.08
1888,"Simply Red","Sunrise",2003,4,"top40",1573.5,223.72
1889,"Jacques Brel","Voir Un Ami Pleurer",1961,0,"",547.88,261.77
1890,"Smash Mouth","All Star",1999,38,"top40",1474.36,258.21
1891,"Julien Clerc","This Melody",1976,1,"top40",909.39,361.15
1892,"Vaya Con Dios","What's A Woman",1990,1,"top40",1254.25,294.76
1893,"Frank Boeijen Groep","Winter In Hamburg",1987,7,"tip",1184.24,160.22
1894,"Joy Division","Transmission",1979,0,"",982.99,301.59
1895,"Jackson 5","I Want You Back",1970,13,"top40",754.95,310.99
1896,"U2","Elevation",2001,1,"top40",1535.04,261.48
1897,"Stevie Wonder","As",1976,24,"top40",907.26,369.22
1898,"Eva De Roovere","Fantastig Toch",2007,0,"",1668.24,189.37
1899,"Sade","The Sweetest Taboo",1985,14,"top40",1121.61,233.28
1900,"Joe Cocker","Summer In The City",1994,21,"top40",1367.34,316.03
1901,"The Who","Who Are You",1978,14,"tip",951.02,244.97
